Ticker,Sector,Shares Float,Gap %,Pre-market High,Pre-market Volume,Volume,Last,Open,High,Low,Change %,Change,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Exponential Moving Average (20),Exponential Moving Average (200),Exponential Moving Average (30),Exponential Moving Average (5),Exponential Moving Average (50),1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,52 Week High,52 Week Low,6-Month High,6-Month Low,6-Month Performance,All Time High,All Time Low,Average Day Range (14),Average Directional Index (14),Average True Range (14),Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Basic EPS (FY),Change 15m,"Change 15m, %",Change 1h,"Change 1h, %",Change 1m,"Change 1m, %",Change 4h,"Change 4h, %",Change 5m,"Change 5m, %",Change from Open,Change from Open %,Country,Enterprise Value (MRQ),Enterprise Value/EBITDA (TTM),Exchange,Exponential Moving Average (10),Exponential Moving Average (100),Industry,Momentum (10),Monthly Performance,Number of Shareholders,Pattern,Post-market Change,Post-market Change %,Post-market Close,Post-market High,Post-market Low,Post-market Open,Post-market Volume,Pre-market Change,Pre-market Change %,Pre-market Change from Open,Pre-market Change from Open %,Pre-market Close,Pre-market Gap %,Pre-market Low,Pre-market Open,Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Rate Of Change (9),Recent Earnings Date,Relative Volume,Revenue per Employee (TTM),Simple Moving Average (10),Simple Moving Average (100),Simple Moving Average (20),Simple Moving Average (200),Simple Moving Average (30),Simple Moving Average (5),Simple Moving Average (50),Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),Volume*Price,Weekly Performance,YTD Performance,Yearly Performance,Upcoming Earnings Date
ASDN,Electronic Technology,26895288.5708,28.71287129,,,289781,0.060375,0.065,0.066,0.051,19.55445545,0.009875,5055536.85,,-0.0205,,0.04618059,0.08650936,0.04749452,0.05032055,0.05105903,0.075,0.0315,0.04058908,0.077,0.0315,-16.72413793,0.23,0.0315,0.137,0.0315,-4.8463357,3.33,0.006,0.00904643,43.95145416,0.00846811,323149.4,177676.96666667,167757.01666667,176328.3,-0.0325,0.000375,0.625,0.002375,4.09482759,0.000375,0.625,0.009875,19.55445545,0.000375,0.625,-0.004625,-7.11538462,United States,14032700,,OTC,0.04685655,0.05962359,Aerospace & Defense,0.018375,25.78125,41,,,,,,,,,,,,,,,,,,,,,50.9375,2020-11-23,0.95697239,,0.04412,0.06166885,0.044063,0.074519,0.04645033,0.0484,0.0511407,30.39215686,19.06612169,29.03778065,0.059125,0.04605317,17495.527875,54.80769231,-15.37005887,-59.75,
ICOTF,Health Technology,147164203.144,28.27586207,,,200,0.0372,0.0372,0.0372,0.0372,28.27586207,0.0082,5719425.6,,-0.00898372,,0.0325253,0.04057293,0.03268136,0.03219999,0.0328258,0.044,0.0287,1.3928425,0.048,0.0239,32.85714286,0.114,0.0155,0.0586,0.0155,-28.46153846,0.867,0.0111,0.00048571,11.89077259,0.00311213,8220,39164.2,29217.03333333,45223.92222222,-0.01218431,0.0082,28.27586207,0.0082,28.27586207,0.0082,28.27586207,0.0082,28.27586207,0.0082,28.27586207,0,0,Canada,5628021.71064945,,OTC,0.03208951,0.03482929,Pharmaceuticals: Other,0.001925,18.84984026,,,,,,,,,,,,,,,,,,8.74552326,,,,9.41176471,2020-11-24,0.02094241,,0.0321756,0.03080679,0.03308875,0.04394057,0.03293983,0.03068,0.0328181,22.04301075,2.30956109,2.07612457,0.0372,0.03356441,7.44,24,-29.14285714,-26.62721893,2021-05-04
SILXY,Electronic Technology,,26.84210526,,,2000,2.41,2.41,2.41,2.41,26.84210526,0.51,76674000,,-0.1539,,2.077551,1.81350142,1.96814732,2.13217115,1.7968119,2.7,1.82,1.6586164,2.7,0.5962,92.8,2.7,0.56,2.7,0.56,85.38461538,53,0.56,0.05,23.55301505,0.18336243,809.8,924.3,722.23333333,911.24444444,-0.1525,0.51,26.84210526,0.51,26.84210526,0.51,26.84210526,0.51,26.84210526,0.51,26.84210526,0,0,Australia,,,OTC,2.1443093,1.61490375,Semiconductors,-0.13,42.85714286,5853,,,,,,,,,,,,,,,,,3.47171466,,,,1.04821803,2020-08-26,2.98596596,,2.167,1.395511,2.24275,1.4715705,1.89094,2.075,1.662144,21.16182573,2.40214706,2.28125,2.41,2.31244301,4820,12.09302326,77.20588235,16.42512077,2021-02-24
JG,Technology Services,79188195.844836,26.58227848,4,50405,10271825,3.9,4,5.12,3.67,23.41772152,0.74,351619000,,-0.2166,593,2.5220917,2.20509601,2.30983715,3.34834142,2.09903905,5.43,1.7,0.87817734,5.43,1.4,119.1011236,5.43,1.4,5.43,1.4,145.28301887,11.72,1.4,0.50727857,68.35762517,0.52906579,1513858.6,675118.3,363310,267266.35555556,-0.1381,-0.1403,-3.58823529,-0.1403,-3.58823529,-0.0303,-0.79736842,-0.0803,-2.08571429,-0.2203,-5.52130326,-0.1,-2.5,China,148949000,,NASDAQ,2.94110068,1.96413653,Internet Software/Services,2.09,107.44680851,,Long Upper Shadow,-0.15,-3.84615385,3.75,4.05,3.75,3.76,6856,0.84,26.58227848,0.9,29.03225806,4,-1.89873418,3.1,3.1,5.01356518,,,4.69662531,88.4057971,2020-11-25,19.90623639,221219.84350707,2.76,1.818762,2.2985,1.9792065,2.14066667,3.366,1.8961,53.40599455,15.05097809,33.17241392,4.23,3.47650883,40060117.5,69.56521739,32.20338983,62.5,2021-03-04
NRVTF,Non-Energy Minerals,45076269.4872,26.47738528,,,156762,0.3724,0.3831,0.39,0.37,22.94486629,0.0695,18205444.32,,-0.01127286,,0.2104019,0.30517558,0.18988942,0.29651293,0.17008015,0.39,0.0938,0.7048767,0.39,0.0938,195.55555556,2.2,0.0351,0.39,0.0351,310.58434399,2.2,0.0351,0.01986114,32.24948498,0.02549527,265174.1,101972.56666667,59079.58333333,44422.06666667,-0.01020755,0.0022,0.59427337,0.0003,0.08062349,0.0022,0.59427337,0.0695,22.94486629,0.0022,0.59427337,-0.0107,-2.79300444,Canada,5720552.44494214,,OTC,0.25359809,0.17477265,Other Metals/Minerals,0.2266,212.94117647,,,,,,,,,,,,,,,,,,5.88166782,2.69825,,,104.61538462,2020-09-29,0.61218202,,0.2454699,0.13562684,0.1805807,0.19591849,0.1668838,0.281,0.1568125,23.54054054,7.27820721,6.84721455,0.37746667,0.21575445,58378.1688,62.62008734,791.33556726,-77.29268293,
FUSEF,Non-Energy Minerals,79913049.78840001,26.45502646,,,406175,0.0239,0.0239,0.0239,0.020964,26.45502646,0.005,1963059.96,,-0.0318649,,0.02257759,0.04007887,0.02373791,0.02200858,0.02731061,0.03,0.015,0.6831042,0.0582,0.015,-54.64895636,0.1042,0.0103,0.1042,0.015,-48.82226981,150.4,0.0103,0.00660971,21.12092248,0.00627044,125158.2,123429.96666667,222619.31666667,288313.08888889,-0.03701562,0.0001,0.42016807,0.0001,0.42016807,0.0001,0.42016807,0.005,26.45502646,0.0001,0.42016807,0,0,Canada,4589522.76064611,,OTC,0.02211659,0.03394006,Other Metals/Minerals,0.0039,7.17488789,,"Dragonfly Doji, Long Lower Shadow",,,,,,,,,,,,,,,,0.20016804,1.40895,,,10.64814815,2020-08-26,4.16602135,,0.022211,0.04189201,0.022341,0.04044805,0.02273253,0.02206,0.02382408,23.85041023,33.54418622,31.40602419,0.02292133,0.02180814,9707.5825,-2.44897959,25.78947368,56.20915033,
AMSLF,Non-Energy Minerals,3423564319,26.31578947,,,29000,0.01,0.012,0.014,0.01,5.26315789,0.0005,39614500,,-0.0006885,,0.01152664,0.01671144,0.01181411,0.01064259,0.0120713,0.014,0.009,1.5768836,0.021,0.008,-43.82022472,0.04,0.004,0.021,0.004,-23.07692308,0.325,0.004,0.00094643,15.26356133,0.00218592,97350.6,93365.2,67699.68333333,67460.65555556,-0.0006885,-0.004,-28.57142857,-0.004,-28.57142857,-0.004,-28.57142857,0.0005,5.26315789,-0.004,-28.57142857,-0.002,-16.66666667,Australia,,,OTC,0.01111351,0.012388,Other Metals/Minerals,-0.0014,-16.66666667,10780,,,,,,,,,,,,,,,,,1.35010616,,,,-9.09090909,2020-09-22,0.30318681,,0.011505,0.0115574,0.0115825,0.0127367,0.01168,0.0107,0.0127308,45,8.50662475,16,0.01133333,0.01186338,290,-21.875,-17.3553719,-75,
LSMG,Non-Energy Minerals,11413120.574,26.06153846,,,320,0.0989,0.08194,0.0989,0.08194,52.15384615,0.0339,5004933.4,,-0.008,0,0.09476863,0.07286517,0.09688717,0.08516216,0.09521943,0.12,0.065,0.2020417,0.28,0.04,23.625,0.28,0.012,0.28,0.022,295.6,0.55,0.01,0.00259179,18.75399396,0.01551245,3974.4,6443.73333333,16932.95,14985.42222222,-0.0059,0.0009,0.91836735,0.0009,0.91836735,0.0009,0.91836735,0.0339,52.15384615,0.0009,0.91836735,0.01696,20.69807176,United States,6182780,,OTC,0.08833544,0.08485663,Precious Metals,-0.0202,-1.1,69,Marubozu White,,,,,,,,,,,,,,,,,,,,4.10526316,2020-11-12,0.07614696,,0.08552,0.08321825,0.100106,0.06338644,0.10591733,0.08178,0.0973504,41.37173542,3.16784594,7.21653743,0.09324667,0.09286346,31.648,31.86666667,33.6215632,724.16666667,
WINRD,Finance,957125.234,26,,,756,15.75,15.75,15.75,15.3125,26,3.25,19548112.5,,-2.4643,24,12.68438443,11.01363117,12.14942672,14.39799661,11.39175055,16.3,8.64,0.24171607,16.3,6.456,135.77844311,18.64,5.36,18.64,6.44,89.30288462,95.52,4.48,1.45767857,20.31102381,1.81777293,1124,1240.36666667,1843.48333333,1497.11111111,-2.7142,0.4375,2.85714286,0.4375,2.85714286,0.4375,2.85714286,3.25,26,0.4375,2.85714286,0,0,United States,8797970,,OTC,13.60153585,10.44598578,Financial Conglomerates,4.23,40.625,122,"Dragonfly Doji, Long Lower Shadow",,,,,,,,,,,,,,,,2.52833249,1.37533,,13.59985653,35.77586207,2020-10-15,0.65876612,35892.08333333,13.383,9.433488,12.0235,9.5046,11.89033333,14.542,11.403816,21.2244898,14.21832164,13.59142857,15.60416667,11.5940923,11907,11.86079545,93.01470588,-1.5625,
MWXRF,Non-Energy Minerals,304691720.375,25,,,351200,0.04776,0.05,0.05,0.047,19.4,0.00776,15122010,,-0.00646109,,0.04319953,0.05876306,0.04400789,0.04285575,0.04553869,0.05,0.038,0.6591628,0.057,0.038,2.05128205,0.1259,0.038,0.075,0.038,-22.47382518,0.3259,0.0304,0.00306921,10.82634449,0.00504706,164851.6,102988.96666667,92177.28333333,108413.61111111,-0.00593792,-0.00026,-0.54438861,-0.00026,-0.54438861,-0.00026,-0.54438861,-0.00026,-0.54438861,-0.00026,-0.54438861,-0.00224,-4.48,Canada,18173861.96769457,,OTC,0.04248071,0.04970505,Precious Metals,0.00076,2.70967742,,,,,,,,,,,,,,,,,,2.61046804,4.95356,,,9.79310345,2020-08-28,2.67251698,,0.041476,0.04935736,0.0431338,0.05821527,0.0443409,0.042452,0.04543934,21.27659574,6.84170871,11.59756603,0.04825333,0.04334607,16773.312,25.68421053,-50.27072053,-57.16591928,2021-03-03
BGLC,Commercial Services,,25,,,1663,2.74,2.5,2.75,2.5,37,0.74,,,,,2.15636149,,,2.43788978,,3.45,1.25,-0.50712556,3.45,0.36,,3.45,0.36,3.45,0.36,,3.45,0.36,0.10493571,49.02326503,0.45163027,542.3,,,,,-0.01,-0.36363636,-0.01,-0.36363636,0,0,0.74,37,-0.01,-0.36363636,0.24,9.6,Malaysia,,,OTC,2.37440946,,Miscellaneous Commercial Services,0.19,82.66666667,,,,,,,,,,,,,,,,,,,,,,51.38121547,,4.17314931,,2.345,,2.206,,,2.418,,30,20.40010625,2,2.66333333,1.79715991,4556.62,11.83673469,,,
HQDA,Health Services,39759658.34400001,25,,,500,2.5,2.5,2.5,2.5,25,0.5,348285000,,-0.0356,18,2.15764121,,2.17308405,2.01912817,2.10212515,5,1,0.26152816,5,0.75,66.66666667,5,0.25,5,0.25,,5,0.25,0.38357143,25.03556053,0.72115791,1951.5,926.3,605.23333333,515.35555556,-0.0341,0.5,25,0.5,25,0.5,25,0.5,25,0.5,25,0,0,United States,170608000,,OTC,2.04421478,1.74651569,Hospital/Nursing Management,-0.5,100,145,,,,,,,,,,,,,,,,,13.58142062,8.40192,165.024,372.53429742,25,2020-11-16,0.26147892,27212.83333333,1.852,1.808613,2.386,,2.234,1.764,2.2288,20,37.23871367,25.33333333,2.5,2.06162049,1250,47.05882353,-16.66666667,,
VIHD,Industrial Services,71261.52224,25,,,400,10,10,14,10,25,2,3975760,,-6.0834,46,,,,6.51,,14,4.55,4.706562,14,4.55,,14,4.55,14,4.55,,1300,3.25,,,,,,,,-1.8952,2,25,2,25,2,25,2,25,2,25,0,0,United States,2930850,,OTC,,,Engineering & Construction,,,49,"Gravestone Doji, Long Upper Shadow",,,,,,,,,,,,,,,,3.44613688,,,1.00916835,,2020-11-02,,148202.69565217,,,,,,6.51,,60,,28.04443605,11.33333333,,4000,,,,
VTLR,Technology Services,32049516.681,24.59016393,,,17996,0.0201,0.0228,0.02889,0.0201,9.83606557,0.0018,2140830.9,,-0.03814944,,0.02674905,0.05448877,0.02875184,0.0215667,0.03202349,0.04,0.018,1.1779839,0.0568,0.018,-37.1875,0.1,0.018,0.1,0.018,-63.45454545,1,0.018,0.00569214,21.32027539,0.00770392,9163,8067.3,9406.36666667,9047.06666667,-0.03585888,-0.0027,-11.84210526,-0.0027,-11.84210526,-0.0027,-11.84210526,-0.0027,-11.84210526,-0.0027,-11.84210526,-0.0027,-11.84210526,United States,5882643.06038571,,OTC,0.02372498,0.03897432,Packaged Software,-0.0125,-36.59305994,,Inverted Hammer,,,,,,,,,,,,,,,,,,,0.11531821,-17.11340206,2020-07-16,2.26268011,,0.0233,0.03988345,0.028235,0.0468201,0.03011167,0.02155,0.032052,52.68656716,23.0790126,50.99123199,0.02303,0.02772055,361.7196,-16.25,-49.75,-73.23568575,
MGWFF,Health Technology,155503944.99,24.28320655,,,23729,0.0525,0.0531,0.055,0.045,22.87887654,0.009775,8471137.5,,-0.00711211,,0.04691567,0.05575237,0.04731183,0.04762186,0.04856586,0.06,0.04022,,0.064,0.04,-12.5,0.11,0.02765,0.0825,0.04,5,1.6325,0.004,0.0072575,31.04658464,0.00758812,35462.6,35952.03333333,26795.43333333,27545.81111111,-0.01318681,0.0075,16.66666667,-0.0001,-0.19011407,0.0075,16.66666667,0.009775,22.87887654,0.0075,16.66666667,-0.0006,-1.1299435,Canada,,,OTC,0.04704761,0.05079179,Pharmaceuticals: Other,0.0075,26.20192308,,,,,,,,,,,,,,,,,,1.90783897,,,,11.94029851,2020-11-13,0.71173406,,0.0469665,0.05296845,0.04645535,0.05209943,0.04650273,0.046876,0.04789024,27.27777778,14.53356652,19.23649119,0.05083333,0.04606359,1245.7725,5,45.83333333,69.35483871,
MLGCF,Non-Energy Minerals,28472874.065,24.15748031,,,300,0.07884,0.07884,0.07884,0.07884,24.15748031,0.01534,2416233.132,,-0.01801476,,0.08570528,0.96509441,0.0896306,0.07574381,0.10175807,0.119,0.0635,0.85862267,0.16,0.058,4.39618644,2.594,0.02,0.5352,0.058,-83.18976546,46.54,0.02,0.00312143,16.46388038,0.00954782,3107.9,5469.66666667,9571.21666667,8884,-0.11453943,0.01534,24.15748031,0.01534,24.15748031,0.01534,24.15748031,0.01534,24.15748031,0.01534,24.15748031,0,0,Canada,3224808.2766604,,OTC,0.07973356,0.22962921,Steel,-0.00916,-29.60714286,,,,,,,,,,,,,,,,,,0.70433055,1.53026,,,-12.4,2020-07-29,0.06503501,,0.0801392,0.1256977,0.0891646,0.555331,0.0917377,0.0757604,0.09330812,19.45712836,2.88999689,3.25581395,0.07884,0.09630294,23.652,8.61000138,27.16129032,-21.16,
JPOTF,Technology Services,25075379.4332,23.87249115,,,500,0.05246,0.05246,0.05246,0.05246,23.87249115,0.01011,1355492.956,,-1.2726138,,0.0505003,0.38888253,0.05503289,0.04460401,0.06397776,0.08,0.03219,2.336905,0.1025,0.012,-53.98245614,1.828,0.0076,0.29,0.0076,-67.61728395,1500,0.0076,0.00223357,16.14680919,0.00744448,5872,4088.3,2661.71666667,3192.7,-1.29115095,0.01011,23.87249115,0.01011,23.87249115,0.01011,23.87249115,0.01011,23.87249115,0.01011,23.87249115,0,0,Canada,5545359.7650514,,OTC,0.04496586,0.11810688,Packaged Software,-0.00224,-25.2173913,,,,,,,,,,,,,,,,,,,,,0.62397757,30.82294264,2020-08-31,0.0837928,,0.0395595,0.07377225,0.05280025,0.22690243,0.05995583,0.042789,0.0629805,19.27182615,3.8275332,8.38142793,0.05246,0.04377005,26.23,39.37300744,-73.39756592,-96.72125,2020-12-01
STSBF,Non-Energy Minerals,28819685.8962,23.82352941,,,1000,0.0421,0.0421,0.0421,0.0421,23.82352941,0.0081,1806317.34,,-0.02063142,,0.03608945,,0.0360135,0.0371688,0.03822856,0.05605,0.0243,-0.45082375,0.08,0.0201,54.49541284,1.068,0.0201,0.1127,0.0201,-46.84343434,4.913,0.0201,0.00197071,25.31212228,0.00728732,13294.6,13234.86666667,8301.36666667,12612.6,-0.03531907,0.0081,23.82352941,0.0081,23.82352941,0.0081,23.82352941,0.0081,23.82352941,0.0081,23.82352941,0,0,Canada,1313781.2041116,,OTC,0.03669014,0.05450871,Other Metals/Minerals,0.0101,17.59776536,,,,,,,,,,,,,,,,,,0.33062992,0.311648,,,31.15264798,2020-08-17,0.07459569,,0.036465,0.04382001,0.036585,,0.03393667,0.0368,0.0358043,19.23990499,6.32087374,1.52238806,0.0421,0.03671578,42.1,3.43980344,45.82611708,,2021-03-03
MCURF,Health Technology,41482189.8786,23.78688849,,,3000,0.5,0.5,0.5,0.5,23.78688849,0.09608,22691100,,,,0.50344,,,0.44839754,,0.642,0.40392,3.7309911,0.642,0.40392,,0.642,0.40392,0.642,0.40392,,0.642,0.40392,0.01292571,,0.0372217,6696.5,,,,-0.00188106,0.09608,23.78688849,0.09608,23.78688849,0.09608,23.78688849,0.09608,23.78688849,0.09608,23.78688849,0,0,Canada,,,OTC,0.45883264,,Pharmaceuticals: Other,0.0073,,,,,,,,,,,,,,,,,,,22.53929043,,,,1.03051121,2020-10-16,0.46178712,,0.44554,,0.50344,,,0.434596,,19.216,,3.90638141,0.5,0.49292162,1500,22.6993865,,,
GNAL,Producer Manufacturing,28548479.2848,23.07692308,,,5000,0.017,0.016,0.017,0.016,30.76923077,0.004,987788.4,,-0.1356,5,0.01483021,0.028804,0.01471083,0.01476891,0.0144687,0.021,0.0112,0.8525199,0.036,0.0095,82.79569892,0.05,0.0067,0.036,0.009,21.42857143,3.44,0.0067,0.00296679,50.55044834,0.00403002,46783.6,50366.63333333,46472.03333333,75955.21111111,-0.1703,0.001,6.25,0.001,6.25,0.001,6.25,0.004,30.76923077,0.001,6.25,0.001,6.25,United States,6696830,,OTC,0.01482122,0.01465736,Trucks/Construction/Farm Machinery,0.0005,36,51,,,,,,,,,,,,,,,,,,,,3.72219926,21.42857143,2020-11-06,0.10684651,393032.6,0.0150065,0.01398015,0.01461575,0.01467284,0.01526717,0.014078,0.0141426,25,20.48783054,28.22271855,0.01666667,0.01487592,85,-5.55555556,20.73863636,-29.16666667,2021-03-03
BHNGF,Non-Energy Minerals,50290526.352,23,,,52672,0.036,0.04428,0.04428,0.035,0,0,3717852.379272,,-0.282,,0.0464148,0.1007286,0.04909622,0.04004377,0.05345457,0.1089,0.026,0.7615071,0.1264,0.026,-45.94594595,0.166165,0.026,0.1264,0.026,-51.80464817,24.02,0.02,0.01716429,25.5425409,0.01604956,39620.6,40291.53333333,45049.63333333,46400.62222222,-0.1527,-0.004,-10,-0.004,-10,-0.004,-10,0,0,-0.004,-10,-0.00828,-18.69918699,United States,10570400,,OTC,0.04294905,0.06309436,Other Metals/Minerals,-0.0219,-20,,,,,,,,,,,,,,,,,,,596.154,,1.36003346,-21.39737991,2020-09-01,1.52465199,,0.0426,0.06462222,0.0459825,0.07711153,0.050267,0.04178,0.05457032,26.51428571,45.64910836,23.70884005,0.03842667,0.04667433,1896.192,-28,-63.3401222,-68,
BRSF,Consumer Non-Durables,2283084.2979,22.91666667,,,22500,0.95,1.18,1.18,0.91,-1.04166667,-0.01,18599385,,-0.1985,7,1.09308348,,1.14828478,0.97545741,1.22228505,1.68,0.91,-36.255215,1.85,0.75,-50,3.01,0.1,3.01,0.1,,3.01,0.1,0.07213571,13.2823548,0.12583038,5989.9,2857.86666667,4114.35,3525.84444444,-0.0522,0.02,2.15053763,0.04,4.3956044,0,0,-0.01,-1.04166667,0,0,-0.23,-19.49152542,United States,21353700,,OTC,1.00894634,1.36526738,Beverages: Non-Alcoholic,-0.15,-37.08609272,67,,,,,,,,,,,,,,,,,,,,30.19246797,-5,2020-11-19,5.84415584,69886,0.98001,1.299851,1.112505,,1.27683667,0.998,1.215002,29.67032967,8.34539846,9.73406593,1.01333333,0.99016833,21375,0,,,
TOUR,Consumer Services,116126084.880117,22.58640227,4.48,976522,12640271,3.19,4.3273,4.4,2.7811,-9.63172805,-0.34,373976000,,-0.8412,6188,2.05268251,1.49935902,1.81302062,2.91188825,1.56927192,4.5104,1.03,1.2245679,4.5104,0.86,195.37037037,4.5104,0.7252,4.5104,0.86,247.72182254,24.99,0.7252,0.54030714,64.1283298,0.47266256,6115885.6,2357729.13333333,1367395.61666667,1044431.33333333,-0.8216,0,0,0.04,1.26582278,0,0,0.0602,1.91731957,0,0,-1.1373,-26.28197721,China,-49009200,,NASDAQ,2.50769123,1.37370228,Other Consumer Services,1.83,179.8245614,,,-0.03,-0.94043887,3.16,3.2,3.16,3.2,4960,0.87,24.64589235,0.8,22.22222222,4.4,1.98300283,3.6,3.6,1.11886605,0.454089,,2.02298467,104.48717949,2020-08-28,2.58742801,53346.21279448,2.4,1.241246,1.796445,1.16526071,1.57929667,2.862,1.361714,58.21077991,19.17734586,37.33195772,3.45703333,2.92438239,40322464.49,50.47169811,26.58730159,26.08695652,2020-11-30
CTGL,Technology Services,190660769.904,22.22222222,,,1058,0.099,0.099,0.099,0.099,22.22222222,0.018,93314232,,-0.0236,3,0.10319183,0.16303331,0.11153187,0.09187021,0.12697314,0.15,0.081,-1.6611457,0.287,0.0481,-47.89473684,0.5798,0.0111,0.287,0.0481,-49.23076923,26.7267,0.0111,0.00904357,11.23171414,0.0249755,10612.5,11052.13333333,7896.25,7341.95555556,-0.058,0.018,22.22222222,0.018,22.22222222,0.018,22.22222222,0.018,22.22222222,0.018,22.22222222,0,0,Israel,51305000,,OTC,0.09524366,0.14950777,Packaged Software,-0.021,-10,107,,,,,,,,,,,,,,,,,,19.883,,1012.44844246,-1,2020-11-16,0.1003262,49695,0.09399,0.1697603,0.10317,0.18178135,0.11313,0.089,0.128138,18.18181818,8.37647406,5.75163399,0.099,0.09344198,104.742,-7.04225352,288.23529412,-5.71428571,
CBAT,Producer Manufacturing,19898714.4048,20.92050209,9.5,1196458,15860451,8.19,8.67,8.81,7.91,14.22594142,1.02,544367186.9999999,,-0.1461,374,6.12936173,2.05672335,5.35242607,7.65917353,4.3304802,11.4,2.4,0.7481236,11.4,0.6102,1140.90909091,11.4,0.36,11.4,0.455,1680.43478261,68.9,0.232,1.37339286,44.01923274,1.26160034,32771286.4,12307581.23333333,15019224.7,10298142.98888889,-0.2763,0.02,0.24539877,-0.01,-0.12224939,-0.005,-0.06116208,0.07,0.86419753,-0.02,-0.24420024,-0.48,-5.53633218,China,157741000,,NASDAQ,7.20019186,3.03583463,Electrical Products,4.22,213.79310345,54,,0.07,0.85470085,8.26,8.27,8.19,8.19,33598,1.5,20.92050209,1.52,21.25874126,8.67,-0.27894003,7,7.15,27.97175516,7.74807,,17.49166263,33.17073171,2020-11-16,0.50297607,59343.17647059,7.96,2.34466511,5.56,1.44101765,4.68933333,7.674,3.861542,20.73324905,18.57313025,12.80862707,8.30333333,8.2391511,129897093.69,7.90513834,612.17391304,917.51770406,2021-01-29
PCLOF,Process Industries,79651878.8156,20.86956522,,,145129,1.18,1.39,1.39,1.12,2.60869565,0.03,116324872,,-0.22679883,,0.67301752,0.96377549,0.60851191,0.96476893,0.54847792,1.39,0.42,1.3078694,1.39,0.29,155.10755594,2.94,0.29,1.39,0.29,81.53846154,9.975,0.29,0.11715321,47.54571492,0.10657458,237312.1,113313.26666667,79205.05,70446.77777778,-0.27831116,-0.02,-1.66666667,-0.0208,-1.73217855,-0.03,-2.47933884,0.03,2.60869565,-0.03,-2.47933884,-0.21,-15.10791367,Canada,51004919.23641703,,OTC,0.80896434,0.55550108,Agricultural Commodities/Milling,0.73052,159.48323255,,,,,,,,,,,,,,,,,,3.2460384,1.9593,,64.81695602,145.83333333,2020-08-31,0.63390722,,0.72783,0.46785445,0.600604,0.58131518,0.56306433,0.90948,0.4793396,24.10714286,14.43822467,26.17994774,1.23,0.63720258,171252.22,69.22415029,-49.6973314,-47.32142857,2020-11-30
INXSF,Commercial Services,14588677.4418,20.79414838,,,417345,0.42,0.3468,0.4641,0.33505,46.29049112,0.1329,9488556,95.87345625,0.0031443,,0.34769825,0.34554578,0.34954754,0.35725181,0.35328611,0.4641,0.2816,1.3735963,0.4641,0.2816,8.16379088,0.6391,0.151,0.4641,0.151,47.42014742,0.6391,0.151,0.03555643,27.22985068,0.04545568,65751.6,29960.96666667,24242.31666667,22584.71111111,0.00401003,0.00409,0.98338583,-0.01,-2.3255814,0,0,0.1329,46.29049112,0,0,0.0732,21.10726644,Canada,7533295.90117911,6.06715,OTC,0.34978212,0.35486426,Miscellaneous Commercial Services,0.12,19.52191235,,,,,,,,,,,,,,,,,,1.95883892,2.45487,6.862,0.6302693,10.58451817,2020-11-26,16.78301853,,0.35445,0.36137719,0.33913,0.35152348,0.34873633,0.34392,0.35316242,52.82793613,9.96189738,15.66400688,0.40638333,0.37426607,175284.9,16.66666667,23.52941176,5,2021-04-01
IPDN,Technology Services,5739975.7114,20.30075188,2.06,742890,2291293,1.47,1.6,1.625,1.38,10.52631579,0.14,18845106,,-0.5373,50,1.15901635,1.47448084,1.13345282,1.31045748,1.13095849,1.625,0.97,-0.65315306,1.625,0.7601,21.48760331,4.2,0.7601,3.98,0.7601,22.5,65.6,0.73,0.10482857,53.16260558,0.12300768,660750.4,460896.06666667,713842.66666667,1001469.97777778,-0.5871,-0.02,-1.4084507,-0.02,-1.4084507,0,0,-0.049,-3.38164251,-0.02,-1.4084507,-0.13,-8.125,United States,10474100,,NASDAQ,1.2267579,1.22372992,Internet Software/Services,0.414,41.34615385,61,,,,,,,,,0.29,21.80451128,0.13,8.72483221,1.62,12.03007519,1.49,1.49,4.65278992,3.85584,,3.91352525,43.41463415,2020-11-13,4.99824397,100504.24,1.1825,1.20708429,1.106075,1.44409643,1.10805,1.286,1.07921258,21.37681159,8.7734038,11.1949936,1.49166667,1.23711796,3368200.71,24.57627119,61.53846154,-55.72289157,2021-04-06
ANFC,Energy Minerals,367768.10288,20,,,140,6,6,6,6,20,1,16462560,,-6.3504,5,5.32477785,3.90636654,5.45343118,5.39522914,5.57257017,6,1.21,-0.68810505,8.5,1.21,-13.04347826,8.75,0.013,8.75,1.21,300,597,0.0121,0.43214286,33.2890549,0.87899265,835.2,823.23333333,972.73333333,1667.02222222,2.58,0.24,4.59770115,0.24,4.59770115,0.24,4.59770115,0.24,4.59770115,0.24,4.59770115,0,0,United States,7206150,,OTC,5.26297308,5.14533678,Integrated Oil,0.55,0,330,,,,,,,,,,,,,,,,,1.40439181,4.68651,,25.54009371,20,2020-11-12,0.14973262,93319,5.062,5.7089,5.282,3.26718372,5.39866667,5.336,5.9044,16.66666667,28.22608225,70.24793388,6,5.27423832,840,26.58227848,33233.33333333,24290.24390244,2021-03-03
